switch_id,used_rules,usage
39,387,0.992308
38,464,1.18974
37,379,0.971795
36,381,0.976923
35,430,1.10256
34,292,0.748718
33,553,1.41795
32,194,0.497436
31,271,0.694872
30,266,0.682051
29,380,0.974359
28,370,0.948718
27,335,0.858974
26,331,0.848718
25,327,0.838462
24,568,1.45641
23,267,0.684615
22,475,1.21795
21,250,0.641026
20,353,0.905128
19,167,0.428205
18,278,0.712821
17,178,0.45641
16,231,0.592308
15,254,0.651282
14,133,0.341026
13,327,0.838462
12,196,0.502564
11,218,0.558974
10,270,0.692308
9,466,1.19487
8,182,0.466667
7,133,0.341026
6,305,0.782051
5,386,0.989744
4,280,0.717949
3,375,0.961538
2,154,0.394872
1,373,0.95641
0,235,0.602564
