switch_id,used_rules,usage
39,1118,2.86667
38,1226,3.14359
37,1310,3.35897
36,1111,2.84872
35,1176,3.01538
34,878,2.25128
33,1527,3.91538
32,580,1.48718
31,817,2.09487
30,766,1.9641
29,1006,2.57949
28,1306,3.34872
27,872,2.2359
26,957,2.45385
25,885,2.26923
24,1897,4.8641
23,841,2.15641
22,1312,3.3641
21,737,1.88974
20,1008,2.58462
19,661,1.69487
18,778,1.99487
17,550,1.41026
16,718,1.84103
15,753,1.93077
14,414,1.06154
13,1168,2.99487
12,817,2.09487
11,602,1.54359
10,880,2.25641
9,1322,3.38974
8,579,1.48462
7,423,1.08462
6,940,2.41026
5,991,2.54103
4,729,1.86923
3,1159,2.97179
2,430,1.10256
1,1067,2.7359
0,964,2.47179
