switch_id,used_rules,usage
39,2068,5.30256
38,2364,6.06154
37,2751,7.05385
36,2101,5.38718
35,2202,5.64615
34,1727,4.42821
33,3040,7.79487
32,1054,2.70256
31,1839,4.71538
30,1507,3.8641
29,1905,4.88462
28,2710,6.94872
27,1764,4.52308
26,1809,4.63846
25,1654,4.24103
24,3847,9.8641
23,1585,4.0641
22,2241,5.74615
21,1314,3.36923
20,2040,5.23077
19,1665,4.26923
18,1644,4.21538
17,916,2.34872
16,1619,4.15128
15,1304,3.34359
14,801,2.05385
13,2311,5.92564
12,1897,4.8641
11,1094,2.80513
10,1881,4.82308
9,2252,5.77436
8,1073,2.75128
7,819,2.1
6,1725,4.42308
5,2059,5.27949
4,1713,4.39231
3,2479,6.35641
2,713,1.82821
1,2279,5.84359
0,2169,5.56154
