switch_id,used_rules,usage
39,678,1.73846
38,751,1.92564
37,723,1.85385
36,678,1.73846
35,755,1.9359
34,502,1.28718
33,904,2.31795
32,330,0.846154
31,463,1.18718
30,473,1.21282
29,636,1.63077
28,698,1.78974
27,523,1.34103
26,600,1.53846
25,566,1.45128
24,1087,2.78718
23,527,1.35128
22,839,2.15128
21,436,1.11795
20,591,1.51538
19,362,0.928205
18,478,1.22564
17,340,0.871795
16,398,1.02051
15,446,1.14359
14,251,0.64359
13,637,1.63333
12,400,1.02564
11,371,0.951282
10,523,1.34103
9,813,2.08462
8,343,0.879487
7,233,0.597436
6,552,1.41538
5,653,1.67436
4,434,1.11282
3,659,1.68974
2,297,0.761538
1,609,1.56154
0,512,1.31282
