switch_id,used_rules,usage
39,961,2.4641
38,1064,2.72821
37,1075,2.75641
36,977,2.50513
35,1028,2.6359
34,721,1.84872
33,1309,3.35641
32,476,1.22051
31,693,1.77692
30,655,1.67949
29,848,2.17436
28,1058,2.71282
27,735,1.88462
26,826,2.11795
25,765,1.96154
24,1608,4.12308
23,737,1.88974
22,1152,2.95385
21,619,1.58718
20,844,2.1641
19,546,1.4
18,662,1.69744
17,460,1.17949
16,592,1.51795
15,658,1.68718
14,391,1.00256
13,973,2.49487
12,664,1.70256
11,527,1.35128
10,763,1.95641
9,1133,2.90513
8,516,1.32308
7,362,0.928205
6,786,2.01538
5,869,2.22821
4,607,1.55641
3,1000,2.5641
2,385,0.987179
1,897,2.3
0,794,2.0359
