switch_id,used_rules,usage
39,499,1.27949
38,596,1.52821
37,526,1.34872
36,480,1.23077
35,548,1.40513
34,379,0.971795
33,682,1.74872
32,257,0.658974
31,349,0.894872
30,358,0.917949
29,493,1.2641
28,506,1.29744
27,404,1.0359
26,438,1.12308
25,433,1.11026
24,755,1.9359
23,394,1.01026
22,636,1.63077
21,337,0.864103
20,445,1.14103
19,244,0.625641
18,363,0.930769
17,241,0.617949
16,306,0.784615
15,320,0.820513
14,173,0.44359
13,458,1.17436
12,261,0.669231
11,277,0.710256
10,366,0.938462
9,601,1.54103
8,259,0.664103
7,169,0.433333
6,408,1.04615
5,496,1.27179
4,333,0.853846
3,490,1.25641
2,222,0.569231
1,463,1.18718
0,324,0.830769
