switch_id,used_rules,usage
39,264,0.676923
38,331,0.848718
37,267,0.684615
36,227,0.582051
35,272,0.697436
34,194,0.497436
33,386,0.989744
32,142,0.364103
31,184,0.471795
30,177,0.453846
29,266,0.682051
28,232,0.594872
27,235,0.602564
26,214,0.548718
25,196,0.502564
24,349,0.894872
23,167,0.428205
22,297,0.761538
21,154,0.394872
20,240,0.615385
19,108,0.276923
18,204,0.523077
17,98,0.251282
16,141,0.361538
15,176,0.451282
14,91,0.233333
13,188,0.482051
12,120,0.307692
11,159,0.407692
10,174,0.446154
9,293,0.751282
8,142,0.364103
7,98,0.251282
6,195,0.5
5,246,0.630769
4,191,0.489744
3,235,0.602564
2,97,0.248718
1,274,0.702564
0,130,0.333333
