switch_id,used_rules,usage
39,320,0.820513
38,387,0.992308
37,327,0.838462
36,295,0.75641
35,346,0.887179
34,249,0.638462
33,452,1.15897
32,170,0.435897
31,224,0.574359
30,226,0.579487
29,324,0.830769
28,301,0.771795
27,274,0.702564
26,281,0.720513
25,262,0.671795
24,457,1.17179
23,219,0.561538
22,385,0.987179
21,197,0.505128
20,298,0.764103
19,139,0.35641
18,237,0.607692
17,134,0.34359
16,185,0.474359
15,219,0.561538
14,112,0.287179
13,258,0.661538
12,154,0.394872
11,190,0.487179
10,213,0.546154
9,384,0.984615
8,165,0.423077
7,116,0.297436
6,246,0.630769
5,308,0.789744
4,225,0.576923
3,282,0.723077
2,128,0.328205
1,306,0.784615
0,177,0.453846
