switch_id,used_rules,usage
64,229,0.283767
63,0,0
62,781,0.967782
61,0,0
60,194,0.240397
59,0,0
58,490,0.607187
57,44,0.0545229
56,0,0
55,59,0.0731103
54,532,0.659232
53,137,0.169765
52,125,0.154895
51,189,0.234201
50,254,0.314746
49,28,0.0346964
48,231,0.286245
47,169,0.209418
46,326,0.403965
45,385,0.477076
44,605,0.74969
43,0,0
42,63,0.0780669
41,358,0.443618
40,184,0.228005
39,463,0.57373
38,403,0.49938
37,296,0.366791
36,171,0.211896
35,28,0.0346964
34,258,0.319703
33,0,0
32,511,0.633209
31,173,0.214374
30,394,0.488228
29,838,1.03841
28,142,0.17596
27,802,0.993804
26,287,0.355638
25,177,0.219331
24,440,0.545229
23,498,0.6171
22,138,0.171004
21,99,0.122677
20,0,0
19,44,0.0545229
18,229,0.283767
17,0,0
16,263,0.325898
15,137,0.169765
14,289,0.358116
13,214,0.26518
12,356,0.44114
11,0,0
10,71,0.0879802
9,862,1.06815
8,27,0.0334572
7,155,0.192069
6,6,0.00743494
5,233,0.288724
4,196,0.242875
3,175,0.216853
2,95,0.11772
1,438,0.542751
0,63,0.0780669
