switch_id,used_rules,usage
64,398,0.493185
63,0,0
62,1329,1.64684
61,53,0.0656753
60,384,0.475836
59,93,0.115242
58,794,0.983891
57,238,0.294919
56,0,0
55,140,0.173482
54,789,0.977695
53,327,0.405204
52,223,0.276332
51,367,0.454771
50,545,0.675341
49,73,0.0904585
48,609,0.754647
47,326,0.403965
46,441,0.546468
45,580,0.718711
44,821,1.01735
43,0,0
42,185,0.229244
41,504,0.624535
40,351,0.434944
39,933,1.15613
38,715,0.885998
37,865,1.07187
36,372,0.460967
35,73,0.0904585
34,488,0.604709
33,0,0
32,1203,1.49071
31,277,0.343247
30,680,0.842627
29,1453,1.8005
28,298,0.369269
27,1039,1.28748
26,636,0.788104
25,461,0.571252
24,1018,1.26146
23,900,1.11524
22,341,0.422553
21,164,0.203222
20,3,0.00371747
19,235,0.291202
18,358,0.443618
17,0,0
16,477,0.591078
15,519,0.643123
14,464,0.574969
13,374,0.463445
12,766,0.949195
11,93,0.115242
10,109,0.135068
9,1323,1.63941
8,225,0.27881
7,229,0.283767
6,170,0.210657
5,417,0.516729
4,391,0.484511
3,404,0.50062
2,216,0.267658
1,859,1.06444
0,135,0.167286
