switch_id,used_rules,usage
64,2668,3.30607
63,0,0
62,4785,5.92937
61,1796,2.22553
60,1851,2.29368
59,1983,2.45725
58,5253,6.50929
57,1730,2.14374
56,930,1.15242
55,438,0.542751
54,2971,3.68154
53,1949,2.41512
52,888,1.10037
51,1638,2.02974
50,2535,3.14126
49,481,0.596035
48,3629,4.4969
47,1774,2.19827
46,3491,4.3259
45,3087,3.82528
44,5676,7.03346
43,0,0
42,2134,2.64436
41,3695,4.57869
40,2595,3.21561
39,5627,6.97274
38,3607,4.46964
37,3405,4.21933
36,2169,2.68773
35,481,0.596035
34,4188,5.18959
33,0,0
32,4713,5.84015
31,1350,1.67286
30,4525,5.60719
29,7073,8.76456
28,1050,1.30112
27,3860,4.78315
26,2684,3.3259
25,2752,3.41016
24,4117,5.10161
23,4618,5.72243
22,2480,3.07311
21,1028,1.27385
20,670,0.830235
19,1340,1.66047
18,1778,2.20322
17,0,0
16,2451,3.03717
15,4362,5.4052
14,2285,2.83147
13,2948,3.65304
12,6044,7.48947
11,1983,2.45725
10,509,0.630731
9,6389,7.91698
8,1660,2.057
7,1831,2.2689
6,1642,2.0347
5,1614,2
4,1738,2.15366
3,2881,3.57001
2,1061,1.31475
1,4295,5.32218
0,1683,2.0855
