switch_id,used_rules,usage
64,873,1.08178
63,0,0
62,1888,2.33953
61,51,0.063197
60,759,0.94052
59,161,0.199504
58,1805,2.23668
57,433,0.536555
56,40,0.0495663
55,134,0.166047
54,1271,1.57497
53,632,0.783147
52,363,0.449814
51,684,0.847584
50,973,1.2057
49,163,0.201983
48,1143,1.41636
47,711,0.881041
46,1380,1.71004
45,1152,1.42751
44,2222,2.75341
43,0,0
42,519,0.643123
41,1358,1.68278
40,625,0.774473
39,1632,2.0223
38,1403,1.73854
37,1282,1.5886
36,713,0.883519
35,163,0.201983
34,1094,1.35564
33,0,0
32,1780,2.2057
31,440,0.545229
30,1488,1.84387
29,2549,3.15861
28,404,0.50062
27,1776,2.20074
26,990,1.22677
25,882,1.09294
24,1646,2.03965
23,1760,2.18092
22,524,0.649318
21,262,0.324659
20,117,0.144981
19,384,0.475836
18,813,1.00743
17,0,0
16,1019,1.2627
15,550,0.681537
14,976,1.20942
13,779,0.965304
12,1654,2.04957
11,161,0.199504
10,169,0.209418
9,2657,3.29244
8,417,0.516729
7,507,0.628253
6,59,0.0731103
5,658,0.815366
4,733,0.908302
3,801,0.992565
2,424,0.525403
1,1745,2.16233
0,495,0.613383
