switch_id,used_rules,usage
64,286,0.354399
63,0,0
62,980,1.21437
61,5,0.00619579
60,256,0.317224
59,10,0.0123916
58,570,0.70632
57,61,0.0755886
56,0,0
55,67,0.0830235
54,580,0.718711
53,192,0.237918
52,148,0.183395
51,218,0.270136
50,302,0.374226
49,41,0.0508055
48,324,0.401487
47,217,0.268897
46,387,0.479554
45,460,0.570012
44,703,0.871128
43,0,0
42,104,0.128872
41,394,0.488228
40,217,0.268897
39,598,0.741016
38,493,0.610905
37,419,0.519207
36,234,0.289963
35,41,0.0508055
34,309,0.3829
33,0,0
32,738,0.914498
31,219,0.271375
30,515,0.638166
29,1064,1.31846
28,181,0.224287
27,937,1.16109
26,382,0.473358
25,212,0.262701
24,574,0.711276
23,576,0.713755
22,176,0.218092
21,114,0.141264
20,1,0.00123916
19,60,0.0743494
18,286,0.354399
17,0,0
16,344,0.42627
15,184,0.228005
14,314,0.389095
13,262,0.324659
12,480,0.594796
11,10,0.0123916
10,79,0.0978934
9,1034,1.28129
8,58,0.0718711
7,179,0.221809
6,13,0.016109
5,304,0.376704
4,247,0.306072
3,229,0.283767
2,105,0.130112
1,567,0.702602
0,98,0.121437
