switch_id,used_rules,usage
64,5303,6.57125
63,0,0
62,8955,11.0967
61,3667,4.54399
60,3775,4.67782
59,4303,5.33209
58,10812,13.3978
57,3807,4.71747
56,2168,2.68649
55,736,0.91202
54,6366,7.88848
53,3101,3.84263
52,2665,3.30235
51,4022,4.98389
50,5163,6.39777
49,1436,1.77943
48,6863,8.50434
47,3791,4.69765
46,6849,8.48699
45,6133,7.59975
44,10859,13.456
43,0,0
42,4582,5.67782
41,6843,8.47955
40,5647,6.99752
39,10464,12.9665
38,7056,8.74349
37,6901,8.55143
36,3650,4.52292
35,1436,1.77943
34,8453,10.4746
33,0,0
32,9378,11.6208
31,3068,3.80173
30,9605,11.9021
29,14157,17.5428
28,2488,3.08302
27,9731,12.0582
26,5042,6.24783
25,6006,7.44238
24,7702,9.54399
23,10073,12.482
22,5085,6.30112
21,2818,3.49195
20,1808,2.2404
19,2982,3.69517
18,3228,4
17,0,0
16,4772,5.91326
15,8176,10.1314
14,5978,7.40768
13,6382,7.9083
12,11536,14.2949
11,4303,5.33209
10,844,1.04585
9,12417,15.3866
8,3678,4.55762
7,3702,4.58736
6,3200,3.9653
5,3080,3.8166
4,3193,3.95663
3,4903,6.07559
2,2591,3.21066
1,7128,8.83271
0,4241,5.25527
