switch_id,used_rules,usage
64,16189,20.0607
63,81,0.100372
62,24862,30.8079
61,9888,12.2528
60,11502,14.2528
59,13852,17.1648
58,35003,43.3742
57,12452,15.43
56,6858,8.49814
55,1842,2.28253
54,20997,26.0186
53,8200,10.1611
52,10795,13.3767
51,14885,18.4449
50,16364,20.2776
49,6202,7.68525
48,22403,27.7608
47,12350,15.3036
46,20365,25.2354
45,19002,23.5465
44,32374,40.1165
43,81,0.100372
42,14269,17.6815
41,20644,25.5812
40,18524,22.9542
39,29348,36.3668
38,19442,24.0917
37,19292,23.9058
36,10018,12.4139
35,6202,7.68525
34,27076,33.5514
33,81,0.100372
32,28585,35.4213
31,10700,13.259
30,30629,37.9542
29,46635,57.7881
28,9370,11.6109
27,37997,47.0843
26,15595,19.3247
25,20949,25.9591
24,21269,26.3556
23,33584,41.6159
22,15162,18.7881
21,9364,11.6035
20,7592,9.40768
19,8688,10.7658
18,8666,10.7385
17,81,0.100372
16,13981,17.3247
15,23001,28.5019
14,21147,26.2045
13,21387,26.5019
12,32397,40.145
11,13852,17.1648
10,2390,2.96159
9,38246,47.3928
8,12294,15.2342
7,11447,14.1846
6,9028,11.1871
5,8867,10.9876
4,8857,10.9752
3,16020,19.8513
2,11878,14.7187
1,17542,21.7373
0,15125,18.7423
