switch_id,used_rules,usage
64,209,0.258984
63,0,0
62,740,0.916976
61,0,0
60,199,0.246592
59,0,0
58,454,0.562577
57,43,0.0532838
56,0,0
55,57,0.070632
54,490,0.607187
53,112,0.138786
52,114,0.141264
51,156,0.193309
50,241,0.298637
49,23,0.0285006
48,229,0.283767
47,179,0.221809
46,294,0.364312
45,349,0.432466
44,533,0.660471
43,0,0
42,57,0.070632
41,319,0.395291
40,169,0.209418
39,433,0.536555
38,369,0.457249
37,308,0.38166
36,147,0.182156
35,23,0.0285006
34,228,0.282528
33,0,0
32,491,0.608426
31,161,0.199504
30,372,0.460967
29,794,0.983891
28,128,0.158612
27,745,0.923172
26,267,0.330855
25,166,0.2057
24,438,0.542751
23,474,0.587361
22,132,0.163569
21,93,0.115242
20,0,0
19,43,0.0532838
18,207,0.256506
17,0,0
16,249,0.30855
15,127,0.157373
14,258,0.319703
13,202,0.25031
12,326,0.403965
11,0,0
10,64,0.0793061
9,808,1.00124
8,21,0.0260223
7,138,0.171004
6,1,0.00123916
5,229,0.283767
4,179,0.221809
3,172,0.213135
2,60,0.0743494
1,397,0.491945
0,57,0.070632
