@pair(source-destination-demand)
36,15,160.0
13,36,240.0
40,54,2160.0
12,34,2320.0
23,12,19451.0
40,10,80.0
3,37,80.0
15,38,1120.0
28,37,240.0
44,15,2480.0
28,3,240.0
4,30,1680.0
27,26,30066.0
4,40,240.0
44,51,400.0
50,12,1760.0
30,12,15680.0
45,27,168220.0
51,3,80.0
26,29,123814.0
30,4,1680.0
60,3,480.0
58,13,4720.0
62,54,39462.0
16,46,8063.0
31,5,640.0
40,28,320.0
15,29,161176.0
51,26,240.0
44,10,4267.0
50,32,3440.0
16,38,1280.0
4,47,800.0
44,54,8160.0
47,48,160.0
18,44,79235.0
60,38,240.0
39,48,800.0
45,22,1440.0
45,30,54187.0
64,41,2080.0
55,23,640.0
48,18,1280.0
29,47,6347.0
14,55,560.0
15,46,800.0
27,50,24281.0
16,31,800.0
15,64,2000.0
45,47,880.0
27,14,143150.0
64,24,1120.0
26,64,2240.0
48,9,1360.0
29,40,8801.0
14,44,11520.0
22,60,160.0
29,7,42774.0
51,28,80.0
58,41,9023.0
27,41,22861.0
16,24,720.0
24,4,3905.0
36,44,80.0
5,62,78374.0
3,58,53690.0
50,37,880.0
46,4,1120.0
23,3,1200.0
46,36,320.0
40,41,640.0
29,45,92877.0
55,39,320.0
12,27,378881.0
55,4,160.0
47,62,6863.0
55,38,80.0
9,22,1120.0
24,13,640.0
38,28,720.0
64,4,1120.0
23,40,960.0
13,40,8848.0
14,13,3760.0
58,62,128563.0
13,30,33835.0
32,12,4080.0
39,62,5760.0
50,30,2400.0
29,9,89661.0
48,10,160.0
26,22,160.0
29,5,15014.0
55,29,9307.0
9,27,398822.0
54,36,80.0
37,12,960.0
31,15,1680.0
10,34,4160.0
13,37,160.0
4,13,480.0
24,44,1600.0
4,5,640.0
32,13,2240.0
12,50,1760.0
7,12,2720.0
3,64,560.0
47,45,880.0
4,15,400.0
31,47,480.0
54,55,5867.0
64,54,6400.0
60,32,2160.0
13,50,1040.0
45,58,21210.0
51,32,480.0
24,55,240.0
44,23,5280.0
12,41,1680.0
31,40,640.0
29,55,1867.0
39,12,59428.0
10,24,80.0
5,18,3120.0
37,58,960.0
37,44,240.0
12,44,4480.0
5,46,3920.0
32,37,1520.0
64,30,49787.0
31,14,2640.0
47,31,480.0
29,50,16241.0
9,60,1520.0
22,46,400.0
50,7,1360.0
38,60,240.0
44,31,2320.0
13,12,15183.0
30,36,1574.0
41,10,80.0
14,27,143150.0
14,7,4320.0
26,16,15709.0
41,54,2240.0
51,44,400.0
26,9,4800.0
32,39,6000.0
54,14,24490.0
54,23,188177.0
44,38,2480.0
10,62,320.0
7,44,158151.0
3,16,720.0
18,62,16589.0
9,3,1520.0
60,41,560.0
38,5,1360.0
46,45,37319.0
51,41,160.0
32,23,10383.0
29,34,36267.0
32,46,4960.0
54,40,2160.0
30,48,1040.0
39,22,4240.0
34,32,2400.0
28,41,320.0
26,45,2400.0
7,55,80.0
41,4,800.0
27,64,78167.0
29,22,7174.0
9,46,15760.0
41,44,70087.0
46,28,560.0
31,55,80.0
54,47,7147.0
34,10,4160.0
16,64,2560.0
28,50,480.0
23,34,2080.0
12,60,640.0
7,50,1360.0
29,23,96035.0
38,45,9600.0
44,64,4160.0
9,39,7280.0
28,9,1280.0
22,16,160.0
7,26,2320.0
31,36,160.0
45,60,1760.0
34,29,36267.0
45,51,320.0
48,30,1040.0
32,7,2960.0
24,23,7263.0
24,37,240.0
34,28,320.0
9,16,9263.0
12,9,7280.0
3,23,1200.0
41,36,160.0
38,48,480.0
38,54,3040.0
9,48,1360.0
47,58,2000.0
7,27,57264.0
7,29,304115.0
64,15,2000.0
12,39,59428.0
46,26,2320.0
34,4,1440.0
34,39,2000.0
50,47,1440.0
47,27,32640.0
40,31,640.0
38,15,1120.0
24,32,4465.0
16,58,11103.0
38,51,80.0
62,48,2160.0
30,28,1680.0
27,31,175887.0
37,4,320.0
45,3,1040.0
45,40,2160.0
51,54,2640.0
22,54,1200.0
50,64,1200.0
46,14,20250.0
3,31,320.0
39,29,406242.0
15,24,640.0
4,46,1120.0
50,27,24281.0
44,39,5600.0
31,13,2080.0
36,14,80.0
40,51,240.0
34,23,2080.0
40,15,1760.0
3,38,240.0
37,62,1040.0
23,27,411806.0
28,38,720.0
23,50,5840.0
44,16,17183.0
28,4,240.0
4,29,80793.0
5,22,80.0
29,36,1734.0
27,23,97219.0
50,22,160.0
54,5,3440.0
44,48,2320.0
47,46,720.0
30,39,24367.0
3,46,1280.0
34,22,80.0
51,4,320.0
26,30,2400.0
30,3,880.0
51,12,800.0
60,4,800.0
58,12,21051.0
15,16,880.0
40,18,640.0
7,3,880.0
40,27,113204.0
15,30,5360.0
15,48,400.0
