switch_id,used_rules,usage
64,17049,21.1264
63,26,0.0322181
62,24756,30.6766
61,5547,6.87361
60,12113,15.0099
59,13007,16.1177
58,37048,45.9083
57,12424,15.3953
56,5217,6.46468
55,1835,2.27385
54,24536,30.404
53,7565,9.37423
52,11625,14.4052
51,17135,21.233
50,17757,22.0037
49,6536,8.09913
48,23119,28.6481
47,13247,16.4151
46,20313,25.171
45,20251,25.0942
44,34008,42.1413
43,26,0.0322181
42,14461,17.9195
41,20982,26
40,17807,22.0657
39,27154,33.6481
38,18124,22.4585
37,19553,24.2292
36,9427,11.6815
35,6536,8.09913
34,27470,34.0397
33,26,0.0322181
32,29124,36.0892
31,11891,14.7348
30,32440,40.1983
29,48274,59.8191
28,10639,13.1834
27,45053,55.8278
26,16166,20.0322
25,22042,27.3135
24,21736,26.9343
23,36505,45.2354
22,13509,16.7398
21,9763,12.0979
20,7344,9.10037
19,8710,10.7931
18,9481,11.7485
17,26,0.0322181
16,14985,18.5688
15,17548,21.7447
14,23126,28.6568
13,21596,26.7608
12,31322,38.8129
11,13007,16.1177
10,2447,3.03222
9,38762,48.0322
8,12013,14.886
7,11991,14.8587
6,5479,6.78934
5,9220,11.425
4,9306,11.5316
3,16995,21.0595
2,14639,18.14
1,16401,20.3234
0,16625,20.601
