switch_id,used_rules,usage
64,1592,1.97274
63,0,0
62,3192,3.95539
61,1070,1.3259
60,1256,1.55638
59,1051,1.30235
58,3186,3.94796
57,1108,1.37299
56,449,0.556382
55,313,0.387856
54,1834,2.27261
53,1273,1.57745
52,555,0.687732
51,985,1.22057
50,1505,1.86493
49,279,0.345725
48,2058,2.55019
47,1149,1.42379
46,1988,2.46344
45,1878,2.32714
44,3377,4.18463
43,0,0
42,1137,1.40892
41,2193,2.71747
40,1461,1.81041
39,3490,4.32466
38,2233,2.76704
37,2424,3.00372
36,1408,1.74473
35,279,0.345725
34,2386,2.95663
33,0,0
32,3100,3.84139
31,775,0.960347
30,2571,3.18587
29,4478,5.54895
28,724,0.89715
27,2343,2.90335
26,1739,2.15489
25,1559,1.93185
24,2817,3.49071
23,2779,3.44362
22,1440,1.78439
21,460,0.570012
20,345,0.427509
19,976,1.20942
18,1120,1.38786
17,0,0
16,1518,1.88104
15,2641,3.27261
14,1453,1.8005
13,1676,2.07683
12,3574,4.42875
11,1051,1.30235
10,337,0.417596
9,3959,4.90582
8,965,1.19579
7,931,1.15366
6,1022,1.26642
5,1051,1.30235
4,1140,1.41264
3,1646,2.03965
2,602,0.745973
1,2805,3.47584
0,807,1
