switch_id,used_rules,usage
64,556,0.688971
63,0,0
62,1429,1.77076
61,22,0.0272615
60,464,0.574969
59,56,0.0693928
58,1059,1.31227
57,266,0.329616
56,9,0.0111524
55,90,0.111524
54,906,1.12268
53,418,0.517968
52,219,0.271375
51,412,0.510533
50,606,0.750929
49,79,0.0978934
48,656,0.812887
47,409,0.506815
46,712,0.88228
45,788,0.976456
44,1263,1.56506
43,0,0
42,260,0.322181
41,763,0.945477
40,394,0.488228
39,1019,1.2627
38,884,1.09542
37,884,1.09542
36,470,0.582404
35,79,0.0978934
34,586,0.726146
33,0,0
32,1239,1.53532
31,296,0.366791
30,910,1.12763
29,1677,2.07807
28,281,0.348203
27,1303,1.61462
26,648,0.802974
25,512,0.634449
24,1130,1.40025
23,1083,1.34201
22,321,0.39777
21,156,0.193309
20,13,0.016109
19,254,0.314746
18,487,0.60347
17,0,0
16,593,0.73482
15,347,0.429988
14,559,0.692689
13,473,0.586121
12,988,1.22429
11,56,0.0693928
10,119,0.14746
9,1704,2.11152
8,151,0.187113
7,292,0.361834
6,29,0.0359356
5,433,0.536555
4,483,0.598513
3,478,0.592317
2,230,0.285006
1,1110,1.37546
0,247,0.306072
