switch_id,used_rules,usage
64,992,1.22924
63,0,0
62,2527,3.13135
61,669,0.828996
60,930,1.15242
59,677,0.83891
58,2107,2.6109
57,719,0.890954
56,229,0.283767
55,257,0.318463
54,1406,1.74226
53,793,0.982652
52,368,0.45601
51,730,0.904585
50,1081,1.33953
49,172,0.213135
48,1359,1.68401
47,850,1.05328
46,1324,1.64064
45,1213,1.5031
44,2199,2.72491
43,0,0
42,739,0.915737
41,1307,1.61958
40,895,1.10905
39,2461,3.04957
38,1545,1.9145
37,1756,2.17596
36,891,1.10409
35,172,0.213135
34,1593,1.97398
33,0,0
32,2317,2.87113
31,517,0.640644
30,1670,2.06939
29,3161,3.91698
28,519,0.643123
27,1659,2.05576
26,1304,1.61586
25,1019,1.2627
24,2102,2.60471
23,1907,2.36307
22,946,1.17224
21,267,0.330855
20,167,0.206939
19,626,0.775713
18,804,0.996283
17,0,0
16,1082,1.34077
15,1724,2.13631
14,1021,1.26518
13,1002,1.24164
12,2377,2.94548
11,677,0.83891
10,279,0.345725
9,2712,3.36059
8,652,0.807931
7,710,0.879802
6,674,0.835192
5,783,0.97026
4,767,0.950434
3,1041,1.28996
2,416,0.515489
1,1922,2.38166
0,515,0.638166
