switch_id,used_rules,usage
36,384,0.576577
35,466,0.6997
34,280,0.42042
33,362,0.543544
32,316,0.474474
31,177,0.265766
30,171,0.256757
29,198,0.297297
28,681,1.02252
27,323,0.484985
26,511,0.767267
25,244,0.366366
24,181,0.271772
23,563,0.845345
22,453,0.68018
21,621,0.932432
20,299,0.448949
19,341,0.512012
18,481,0.722222
17,305,0.457958
16,206,0.309309
15,257,0.385886
14,376,0.564565
13,197,0.295796
12,431,0.647147
11,208,0.312312
10,183,0.274775
9,430,0.645646
8,286,0.429429
7,262,0.393393
6,347,0.521021
5,142,0.213213
4,748,1.12312
3,272,0.408408
2,323,0.484985
1,264,0.396396
0,386,0.57958
