switch_id,used_rules,usage
36,501,0.752252
35,583,0.875375
34,366,0.54955
33,434,0.651652
32,410,0.615616
31,244,0.366366
30,251,0.376877
29,270,0.405405
28,888,1.33333
27,410,0.615616
26,682,1.02402
25,338,0.507508
24,247,0.370871
23,687,1.03153
22,570,0.855856
21,792,1.18919
20,396,0.594595
19,443,0.665165
18,648,0.972973
17,411,0.617117
16,231,0.346847
15,345,0.518018
14,474,0.711712
13,267,0.400901
12,552,0.828829
11,258,0.387387
10,272,0.408408
9,567,0.851351
8,362,0.543544
7,337,0.506006
6,449,0.674174
5,187,0.280781
4,960,1.44144
3,363,0.545045
2,416,0.624625
1,367,0.551051
0,469,0.704204
