switch_id,used_rules,usage
36,977,1.46697
35,1116,1.67568
34,776,1.16517
33,846,1.27027
32,756,1.13514
31,441,0.662162
30,468,0.702703
29,446,0.66967
28,1547,2.32282
27,800,1.2012
26,1259,1.89039
25,659,0.989489
24,465,0.698198
23,1172,1.75976
22,1002,1.5045
21,1372,2.06006
20,650,0.975976
19,871,1.30781
18,1046,1.57057
17,638,0.957958
16,460,0.690691
15,716,1.07508
14,718,1.07808
13,493,0.74024
12,970,1.45646
11,411,0.617117
10,470,0.705706
9,944,1.41742
8,688,1.03303
7,647,0.971471
6,775,1.16366
5,321,0.481982
4,1605,2.40991
3,678,1.01802
2,668,1.003
1,751,1.12763
0,714,1.07207
