switch_id,used_rules,usage
36,578,0.867868
35,636,0.954955
34,393,0.59009
33,468,0.702703
32,463,0.695195
31,260,0.39039
30,315,0.472973
29,291,0.436937
28,989,1.48498
27,449,0.674174
26,764,1.14715
25,401,0.602102
24,269,0.403904
23,723,1.08559
22,643,0.965465
21,870,1.30631
20,463,0.695195
19,494,0.741742
18,715,1.07357
17,452,0.678679
16,241,0.361862
15,383,0.575075
14,488,0.732733
13,268,0.402402
12,580,0.870871
11,257,0.385886
10,300,0.45045
9,607,0.911411
8,398,0.597598
7,355,0.533033
6,516,0.774775
5,199,0.298799
4,1018,1.52853
3,420,0.630631
2,448,0.672673
1,450,0.675676
0,472,0.708709
