switch_id,used_rules,usage
36,405,0.608108
35,492,0.738739
34,264,0.396396
33,363,0.545045
32,312,0.468468
31,166,0.249249
30,189,0.283784
29,204,0.306306
28,717,1.07658
27,338,0.507508
26,520,0.780781
25,255,0.382883
24,191,0.286787
23,553,0.83033
22,473,0.71021
21,636,0.954955
20,308,0.462462
19,363,0.545045
18,504,0.756757
17,316,0.474474
16,197,0.295796
15,254,0.381381
14,356,0.534535
13,178,0.267267
12,421,0.632132
11,208,0.312312
10,204,0.306306
9,434,0.651652
8,304,0.456456
7,264,0.396396
6,341,0.512012
5,139,0.208709
4,735,1.1036
3,304,0.456456
2,337,0.506006
1,287,0.430931
0,370,0.555556
