switch_id,used_rules,usage
36,365,0.548048
35,446,0.66967
34,263,0.394895
33,336,0.504505
32,300,0.45045
31,158,0.237237
30,154,0.231231
29,184,0.276276
28,645,0.968468
27,306,0.459459
26,488,0.732733
25,228,0.342342
24,177,0.265766
23,536,0.804805
22,431,0.647147
21,594,0.891892
20,281,0.421922
19,330,0.495495
18,464,0.696697
17,292,0.438438
16,193,0.28979
15,237,0.355856
14,357,0.536036
13,185,0.277778
12,411,0.617117
11,201,0.301802
10,180,0.27027
9,401,0.602102
8,279,0.418919
7,252,0.378378
6,336,0.504505
5,134,0.201201
4,706,1.06006
3,270,0.405405
2,303,0.454955
1,245,0.367868
0,367,0.551051
