switch_id,used_rules,usage
36,451,0.677177
35,523,0.785285
34,310,0.465465
33,393,0.59009
32,364,0.546547
31,202,0.303303
30,214,0.321321
29,236,0.354354
28,789,1.18468
27,366,0.54955
26,604,0.906907
25,295,0.442943
24,214,0.321321
23,615,0.923423
22,520,0.780781
21,696,1.04505
20,341,0.512012
19,401,0.602102
18,592,0.888889
17,365,0.548048
16,222,0.333333
15,294,0.441441
14,420,0.630631
13,239,0.358859
12,488,0.732733
11,229,0.343844
10,239,0.358859
9,492,0.738739
8,331,0.496997
7,295,0.442943
6,392,0.588589
5,178,0.267267
4,837,1.25676
3,324,0.486486
2,364,0.546547
1,322,0.483483
0,433,0.65015
