switch_id,used_rules,usage
36,1082,1.62462
35,1200,1.8018
34,852,1.27928
33,869,1.3048
32,811,1.21772
31,490,0.735736
30,529,0.794294
29,481,0.722222
28,1702,2.55556
27,853,1.28078
26,1374,2.06306
25,715,1.07357
24,509,0.764264
23,1230,1.84685
22,1099,1.65015
21,1505,2.25976
20,737,1.10661
19,946,1.42042
18,1103,1.65616
17,703,1.05556
16,488,0.732733
15,812,1.21922
14,723,1.08559
13,487,0.731231
12,1004,1.50751
11,425,0.638138
10,503,0.755255
9,1047,1.57207
8,738,1.10811
7,690,1.03604
6,852,1.27928
5,322,0.483483
4,1729,2.5961
3,740,1.11111
2,740,1.11111
1,834,1.25225
0,715,1.07357
