switch_id,used_rules,usage
36,489,0.734234
35,577,0.866366
34,332,0.498498
33,425,0.638138
32,379,0.569069
31,219,0.328829
30,272,0.408408
29,258,0.387387
28,874,1.31231
27,413,0.62012
26,630,0.945946
25,350,0.525526
24,234,0.351351
23,646,0.96997
22,559,0.839339
21,776,1.16517
20,387,0.581081
19,425,0.638138
18,621,0.932432
17,402,0.603604
16,233,0.34985
15,336,0.504505
14,422,0.633634
13,231,0.346847
12,500,0.750751
11,232,0.348348
10,255,0.382883
9,541,0.812312
8,378,0.567568
7,309,0.463964
6,433,0.65015
5,178,0.267267
4,899,1.34985
3,381,0.572072
2,405,0.608108
1,394,0.591592
0,430,0.645646
