switch_id,used_rules,usage
36,383,0.575075
35,486,0.72973
34,248,0.372372
33,356,0.534535
32,304,0.456456
31,141,0.211712
30,176,0.264264
29,199,0.298799
28,689,1.03453
27,322,0.483483
26,499,0.749249
25,245,0.367868
24,181,0.271772
23,515,0.773273
22,442,0.663664
21,623,0.935435
20,310,0.465465
19,346,0.51952
18,486,0.72973
17,314,0.471471
16,191,0.286787
15,226,0.339339
14,348,0.522523
13,184,0.276276
12,405,0.608108
11,197,0.295796
10,197,0.295796
9,399,0.599099
8,288,0.432432
7,253,0.37988
6,348,0.522523
5,137,0.205706
4,690,1.03604
3,287,0.430931
2,323,0.484985
1,274,0.411411
0,367,0.551051
