switch_id,used_rules,usage
36,4827,7.24775
35,7008,10.5225
34,5156,7.74174
33,5430,8.15315
32,3942,5.91892
31,2525,3.79129
30,2682,4.02703
29,2002,3.00601
28,8315,12.485
27,6397,9.60511
26,6730,10.1051
25,4092,6.14414
24,2806,4.21321
23,4815,7.22973
22,4562,6.84985
21,7483,11.2357
20,3308,4.96697
19,4859,7.2958
18,4774,7.16817
17,3280,4.92492
16,3017,4.53003
15,4787,7.18769
14,3300,4.95495
13,1938,2.90991
12,4535,6.80931
11,1947,2.92342
10,1844,2.76877
9,4567,6.85736
8,5003,7.51201
7,3421,5.13664
6,4083,6.13063
5,1421,2.13363
4,8025,12.0495
3,4449,6.68018
2,3353,5.03453
1,4669,7.01051
0,3112,4.67267
