source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
0,1,0,28.82,195,0.147795,2,2,2,1
0,2,1,23.3516,158,0.147795,1,1,1,1
0,3,2,25.7163,174,0.147795,2,3,3,2
0,4,3,14.9273,101,0.147795,3,2.66667,2,2
0,5,4,29.2634,198,0.147795,1,1,1,1
0,6,5,23.3516,158,0.147795,1,2,2,1
0,7,6,26.8987,182,0.147795,3,3,3,2
0,8,7,22.7604,154,0.147795,1,2,2,1
0,9,8,25.8641,175,0.147795,1,2,2,1
0,10,9,18.031,122,0.147795,2,1.5,1,1
0,11,10,16.8486,114,0.147795,5,4.2,3,2
1,2,11,26.4553,179,0.147795,1,1,1,1
1,3,12,17.292,117,0.147795,3,3,3,3
1,4,13,15.5185,105,0.147795,1,2,2,1
1,5,14,23.4994,159,0.147795,2,2.5,2,1
1,6,15,29.2634,198,0.147795,2,2.5,2,2
1,7,16,27.9333,189,0.147795,1,1,1,1
1,8,17,24.534,166,0.147795,3,3.33333,3,2
1,9,18,20.9869,142,0.147795,2,2,2,2
1,10,19,20.2479,137,0.147795,1,1,1,1
1,11,20,24.0906,163,0.147795,1,2,2,1
2,3,21,19.3611,131,0.147795,4,4.25,4,3
2,4,22,23.4994,159,0.147795,4,3.5,3,3
2,5,23,24.2384,164,0.147795,1,2,2,1
2,6,24,18.9178,128,0.147795,3,3.33333,3,3
2,7,25,28.82,195,0.147795,2,2,2,2
2,8,26,19.2133,130,0.147795,1,3,3,1
2,9,27,15.5185,105,0.147795,1,1,1,1
2,10,28,25.5685,173,0.147795,2,2,2,2
2,11,29,23.2038,157,0.147795,2,3,3,2
3,4,30,28.6722,194,0.147795,1,1,1,1
3,5,31,18.4744,125,0.147795,2,3,3,1
3,6,32,16.2574,110,0.147795,1,1,1,1
3,7,33,19.5089,132,0.147795,1,2,2,1
3,8,34,23.4994,159,0.147795,1,2,2,1
3,9,35,16.1097,109,0.147795,2,3.5,3,1
3,10,36,18.6222,126,0.147795,1,2,2,1
3,11,37,14.7795,100,0.147795,1,1,1,1
4,5,38,18.3266,124,0.147795,2,2,2,2
4,6,39,15.6663,106,0.147795,1,2,2,1
4,7,40,20.1001,136,0.147795,2,3,3,2
4,8,41,21.2825,144,0.147795,1,1,1,1
4,9,42,24.8296,168,0.147795,4,4.25,4,4
4,10,43,17.5876,119,0.147795,1,1,1,1
4,11,44,18.77,127,0.147795,1,2,2,1
5,6,45,15.5185,105,0.147795,1,2,2,1
5,7,46,21.7259,147,0.147795,1,3,3,1
5,8,47,20.6913,140,0.147795,1,1,1,1
5,9,48,29.2634,198,0.147795,2,3.5,3,2
5,10,49,15.3707,104,0.147795,1,1,1,1
5,11,50,16.7008,113,0.147795,1,3,3,1
6,7,51,24.9774,169,0.147795,1,2,2,1
6,8,52,27.6377,187,0.147795,2,3,3,1
6,9,53,28.9678,196,0.147795,1,3,3,1
6,10,54,28.5244,193,0.147795,1,1,1,1
6,11,55,22.317,151,0.147795,2,1.5,1,2
7,8,56,15.6663,106,0.147795,1,4,4,1
7,9,57,18.4744,125,0.147795,1,1,1,1
7,10,58,28.6722,194,0.147795,2,2.5,2,2
7,11,59,28.6722,194,0.147795,1,1,1,1
8,9,60,18.1788,123,0.147795,4,4.75,4,3
8,10,61,26.7509,181,0.147795,2,2,2,1
8,11,62,28.5244,193,0.147795,1,3,3,1
9,10,63,26.7509,181,0.147795,3,3.33333,3,2
9,11,64,28.82,195,0.147795,1,2,2,1
10,11,65,20.8391,141,0.147795,1,2,2,1
