source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length
0,1,0,0.819148,2,0.409574,6,2.16667,1
0,4,1,1.00615,3,0.335382,27,3.11111,2
0,5,2,0.662044,3,0.220681,33,3.18182,2
0,7,3,0.483735,4,0.120934,25,2.96,1
1,2,4,0.470649,1,0.470649,3,1.66667,1
4,5,5,0.75811,2,0.379055,4,1.75,1
4,6,6,0.941059,2,0.47053,5,2.2,1
3,4,7,0.470649,1,0.470649,2,1.5,1
3,9,8,0.38079,1,0.38079,13,2.61538,1
0,10,9,0.420222,1,0.420222,4,1.75,1
10,5,10,1.38974,3,0.463247,13,2.61538,1
10,6,11,0.670334,2,0.335167,21,3.14286,1
0,6,12,0.291004,1,0.291004,9,2.44444,1
6,8,13,1.05946,4,0.264865,6,2.16667,1
2,9,14,1.45596,5,0.291191,38,3.21053,1
1,9,15,0.720521,2,0.36026,9,2.44444,1
3,8,16,0.376758,1,0.376758,3,2,1
7,9,17,0.616996,3,0.205665,13,2.69231,1
2,3,18,0.470649,1,0.470649,10,2.6,2
2,6,19,0.513599,3,0.1712,32,3.40625,2
10,8,20,1.18724,5,0.237449,18,3,1
6,7,21,1.25097,3,0.416988,7,2.28571,1
