source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,232.403,3580,0.064917,1,3,3,1
2,0,1,179.82,2770,0.064917,2,3.5,3,2
4,10,2,113.28,1745,0.064917,2,3,3,1
7,6,3,179.56,2766,0.064917,2,2.5,2,2
7,8,4,776.991,11969,0.064917,2,6,4,1
4,7,5,1067.04,16437,0.064917,1,1,1,1
5,2,6,1764.9,27187,0.064917,1,1,1,1
7,10,7,628.656,9684,0.064917,1,2,2,1
7,9,8,1486.99,22906,0.064917,1,1,1,1
3,0,9,106.594,1642,0.064917,2,4,4,2
4,0,10,54.0109,832,0.064917,1,2,2,1
0,6,11,40.8977,630,0.064917,2,3,3,2
2,3,12,2035.99,31363,0.064917,2,4.5,3,1
6,8,13,248.178,3823,0.064917,3,3.66667,3,3
4,5,14,216.628,3337,0.064917,2,2,2,2
3,5,15,499.471,7694,0.064917,1,2,2,1
11,8,16,2601.16,40069,0.064917,1,1,1,1
6,11,17,292.581,4507,0.064917,2,3,3,2
9,8,18,353.603,5447,0.064917,3,5.33333,5,3
11,3,19,1042.7,16062,0.064917,2,4,4,2
6,10,20,126.328,1946,0.064917,1,2,2,1
3,6,21,270.379,4165,0.064917,1,1,1,1
5,8,22,1213.62,18695,0.064917,2,2.5,2,2
0,5,23,51.2195,789,0.064917,1,2,2,1
8,9,24,335.556,5169,0.064917,3,5.66667,5,2
1,8,25,570.166,8783,0.064917,1,2,2,1
0,9,26,15.1257,233,0.064917,3,5,4,2
9,3,27,332.894,5128,0.064917,1,1,1,1
11,6,28,657.609,10130,0.064917,2,3,3,2
1,11,29,2411.67,37150,0.064917,1,1,1,1
6,7,30,180.664,2783,0.064917,3,3,2,2
6,4,31,187.805,2893,0.064917,1,1,1,1
8,7,32,2218.02,34167,0.064917,2,5,4,1
8,2,33,7941.1,122327,0.064917,1,1,1,1
10,4,34,503.366,7754,0.064917,2,3,3,2
6,3,35,257.201,3962,0.064917,1,1,1,1
5,6,36,314.263,4841,0.064917,1,1,1,1
0,11,37,359.51,5538,0.064917,1,2,2,1
2,10,38,329.908,5082,0.064917,2,5.5,4,1
2,8,39,1550.35,23882,0.064917,1,1,1,1
10,8,40,836.715,12889,0.064917,3,5.66667,5,2
6,9,41,78.7443,1213,0.064917,2,2.5,2,2
8,6,42,447.538,6894,0.064917,3,3.66667,3,3
10,3,43,484.865,7469,0.064917,1,1,1,1
9,2,44,451.887,6961,0.064917,1,4,4,1
9,0,45,41.9364,646,0.064917,3,4.66667,4,2
10,2,46,1582.09,24371,0.064917,1,4,4,1
5,11,47,866.122,13342,0.064917,1,2,2,1
11,7,48,2864.07,44119,0.064917,2,5,3,1
7,0,49,86.794,1337,0.064917,1,3,3,1
7,5,50,772.901,11906,0.064917,2,3.5,3,2
5,3,51,699.221,10771,0.064917,1,2,2,1
11,5,52,652.74,10055,0.064917,1,2,2,1
9,4,53,187.156,2883,0.064917,2,2.5,2,2
1,4,54,3639.7,56067,0.064917,1,1,1,1
8,1,55,1167.92,17991,0.064917,1,2,2,1
4,3,56,94.3893,1454,0.064917,1,2,2,1
0,2,57,203.06,3128,0.064917,2,3.5,3,2
1,7,58,4480.31,69016,0.064917,1,2,2,1
7,4,59,10489.3,161581,0.064917,1,1,1,1
3,11,60,667.996,10290,0.064917,2,4,4,2
2,1,61,2384.85,36737,0.064917,2,2.5,2,2
5,0,62,129.315,1992,0.064917,1,2,2,1
6,1,63,129.899,2001,0.064917,2,2,2,1
4,11,64,979.922,15095,0.064917,1,2,2,1
11,10,65,514.792,7930,0.064917,2,5,5,1
11,1,66,1655.58,25503,0.064917,1,1,1,1
