source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,238.793,3580,0.0667019,3,4.33333,3,3
2,0,1,184.764,2770,0.0667019,2,3.5,3,2
4,10,2,116.395,1745,0.0667019,2,3,3,2
7,6,3,184.498,2766,0.0667019,3,3,2,3
7,8,4,798.355,11969,0.0667019,6,6.66667,4,6
4,7,5,1096.38,16437,0.0667019,1,1,1,1
5,2,6,1813.43,27187,0.0667019,2,2.5,1,2
7,10,7,645.941,9684,0.0667019,1,2,2,1
7,9,8,1527.87,22906,0.0667019,1,1,1,1
3,0,9,109.525,1642,0.0667019,4,4.75,4,4
4,0,10,55.496,832,0.0667019,2,3,2,2
0,6,11,42.0222,630,0.0667019,2,3,3,2
2,3,12,2091.97,31363,0.0667019,6,5.5,3,4
6,8,13,255.001,3823,0.0667019,3,3.66667,3,3
4,5,14,222.584,3337,0.0667019,2,2,2,2
3,5,15,513.205,7694,0.0667019,5,4.8,2,5
11,8,16,2672.68,40069,0.0667019,1,1,1,1
6,11,17,300.626,4507,0.0667019,2,3,3,2
9,8,18,363.325,5447,0.0667019,6,6,5,6
11,3,19,1071.37,16062,0.0667019,6,5.16667,4,4
6,10,20,129.802,1946,0.0667019,1,2,2,1
3,6,21,277.813,4165,0.0667019,3,3.33333,1,3
5,8,22,1246.99,18695,0.0667019,2,2.5,2,2
0,5,23,52.6278,789,0.0667019,1,2,2,1
8,9,24,344.782,5169,0.0667019,10,6.3,5,10
1,8,25,585.843,8783,0.0667019,1,2,2,1
0,9,26,15.5415,233,0.0667019,5,5.2,4,5
9,3,27,342.047,5128,0.0667019,2,1.5,1,2
11,6,28,675.69,10130,0.0667019,4,4,3,4
1,11,29,2477.98,37150,0.0667019,1,1,1,1
6,7,30,185.631,2783,0.0667019,3,3,2,3
6,4,31,192.969,2893,0.0667019,1,1,1,1
8,7,32,2279,34167,0.0667019,8,6,4,8
8,2,33,8159.45,122327,0.0667019,1,1,1,1
10,4,34,517.207,7754,0.0667019,2,3,3,2
6,3,35,264.273,3962,0.0667019,1,1,1,1
5,6,36,322.904,4841,0.0667019,2,2,1,2
0,11,37,369.395,5538,0.0667019,1,2,2,1
2,10,38,338.979,5082,0.0667019,5,6,4,5
2,8,39,1592.98,23882,0.0667019,1,1,1,1
10,8,40,859.721,12889,0.0667019,4,5.75,5,4
6,9,41,80.9094,1213,0.0667019,2,2.5,2,2
8,6,42,459.843,6894,0.0667019,4,4,3,4
10,3,43,498.197,7469,0.0667019,1,1,1,1
9,2,44,464.312,6961,0.0667019,6,5.83333,4,6
9,0,45,43.0894,646,0.0667019,5,5.2,4,5
10,2,46,1625.59,24371,0.0667019,4,6,4,4
5,11,47,889.937,13342,0.0667019,1,2,2,1
11,7,48,2942.82,44119,0.0667019,4,5.25,3,4
7,0,49,89.1805,1337,0.0667019,4,5.75,3,3
7,5,50,794.153,11906,0.0667019,4,3.75,3,4
5,3,51,718.446,10771,0.0667019,2,3,2,2
11,5,52,670.688,10055,0.0667019,2,2.5,2,2
9,4,53,192.302,2883,0.0667019,3,3,2,3
1,4,54,3739.78,56067,0.0667019,2,2,1,2
8,1,55,1200.03,17991,0.0667019,2,2.5,2,2
4,3,56,96.9846,1454,0.0667019,1,2,2,1
0,2,57,208.644,3128,0.0667019,2,3.5,3,2
1,7,58,4603.5,69016,0.0667019,4,4.25,2,4
7,4,59,10777.8,161581,0.0667019,3,3.33333,1,3
3,11,60,686.363,10290,0.0667019,4,4.75,4,4
2,1,61,2450.43,36737,0.0667019,2,2.5,2,2
5,0,62,132.87,1992,0.0667019,1,2,2,1
6,1,63,133.471,2001,0.0667019,2,2,2,2
4,11,64,1006.87,15095,0.0667019,1,2,2,1
11,10,65,528.946,7930,0.0667019,2,5,5,2
11,1,66,1701.1,25503,0.0667019,1,1,1,1
1,2,67,409.683,6142,0.0667019,2,2.5,2,2
5,7,68,1491.86,22366,0.0667019,4,3.75,3,4
4,1,69,1740.19,26089,0.0667019,1,1,1,1
9,7,70,639.605,9589,0.0667019,1,1,1,1
8,0,71,71.7713,1076,0.0667019,2,3.5,3,2
1,5,72,606.587,9094,0.0667019,1,1,1,1
3,2,73,934.627,14012,0.0667019,4,6,3,4
2,5,74,965.243,14471,0.0667019,2,2.5,1,2
11,4,75,1786.21,26779,0.0667019,2,3,2,2
10,9,76,1743.79,26143,0.0667019,1,1,1,1
8,10,77,579.373,8686,0.0667019,5,6.2,5,4
7,2,78,28346.2,424969,0.0667019,8,6.125,4,7
10,11,79,1079.1,16178,0.0667019,3,5,5,3
3,1,80,228.387,3424,0.0667019,4,3.75,3,4
9,11,81,264.273,3962,0.0667019,5,5.2,4,5
9,5,82,222.651,3338,0.0667019,4,3.75,3,4
3,7,83,510.403,7652,0.0667019,2,2.5,2,2
10,6,84,901.61,13517,0.0667019,2,3,2,2
11,9,85,414.019,6207,0.0667019,8,6.125,4,8
1,10,86,173.692,2604,0.0667019,2,4,4,2
1,0,87,143.142,2146,0.0667019,1,1,1,1
7,3,88,430.828,6459,0.0667019,2,2.5,2,2
2,6,89,2250.12,33734,0.0667019,4,4,2,4
2,4,90,21989.8,329673,0.0667019,4,4,3,4
10,1,91,2757.39,41339,0.0667019,3,4,4,3
0,7,92,67.7692,1016,0.0667019,4,5.25,3,4
11,0,93,132.203,1982,0.0667019,2,3.5,2,2
2,9,94,240.26,3602,0.0667019,8,6.5,4,7
10,0,95,62.1662,932,0.0667019,3,5,5,3
0,4,96,116.995,1754,0.0667019,2,3,2,2
5,1,97,534.683,8016,0.0667019,1,1,1,1
1,9,98,145.01,2174,0.0667019,5,4.2,3,5
0,10,99,16.6088,249,0.0667019,3,5,5,3
3,4,100,510.203,7649,0.0667019,3,3,2,3
6,5,101,253.467,3800,0.0667019,2,2,1,2
0,1,102,76.0402,1140,0.0667019,1,1,1,1
2,11,103,1460.51,21896,0.0667019,1,2,2,1
9,6,104,133.804,2006,0.0667019,3,2.66667,2,3
3,9,105,1470.78,22050,0.0667019,2,1.5,1,2
4,9,106,42.0222,630,0.0667019,3,3,2,3
4,8,107,456.241,6840,0.0667019,1,3,3,1
4,2,108,861.322,12913,0.0667019,3,3.33333,3,3
5,4,109,980.652,14702,0.0667019,2,2,2,2
4,6,110,135.138,2026,0.0667019,1,1,1,1
7,1,111,2967.17,44484,0.0667019,5,4.8,2,5
7,11,112,4748.98,71197,0.0667019,6,5.66667,3,6
3,10,113,431.561,6470,0.0667019,1,1,1,1
10,7,114,2432.49,36468,0.0667019,1,2,2,1
1,3,115,224.118,3360,0.0667019,2,3,3,2
1,6,116,162.019,2429,0.0667019,2,2,2,2
10,5,117,1971.38,29555,0.0667019,3,4.33333,3,3
8,11,118,3200.36,47980,0.0667019,1,1,1,1
9,1,119,63.7003,955,0.0667019,6,4.33333,3,6
8,4,120,2201.03,32998,0.0667019,4,4,3,4
0,8,121,76.6405,1149,0.0667019,1,3,3,1
11,2,122,2307.69,34597,0.0667019,1,2,2,1
6,2,123,521.275,7815,0.0667019,2,3.5,2,2
5,9,124,139.674,2094,0.0667019,4,4.5,3,4
0,3,125,27.6813,415,0.0667019,2,4,4,2
2,7,126,19379.8,385991,0.0502079,8,6,4,8
8,5,127,585.176,8773,0.0667019,2,2.5,2,2
3,8,128,412.018,6177,0.0667019,6,6,4,6
6,0,129,49.6929,745,0.0667019,2,3,3,2
9,10,130,409.483,6139,0.0667019,1,1,1,1
8,3,131,0,11677,0,6,5.83333,4,4
