source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,236.057,3580,0.0659378,1,3,3,1
2,0,1,182.648,2770,0.0659378,2,3.5,3,2
4,10,2,115.061,1745,0.0659378,2,3,3,1
7,6,3,182.384,2766,0.0659378,3,3,2,3
7,8,4,789.209,11969,0.0659378,2,5.5,4,1
4,7,5,1083.82,16437,0.0659378,1,1,1,1
5,2,6,1792.65,27187,0.0659378,1,1,1,1
7,10,7,638.541,9684,0.0659378,1,2,2,1
7,9,8,1510.37,22906,0.0659378,1,1,1,1
3,0,9,108.27,1642,0.0659378,2,4,4,2
4,0,10,54.8602,832,0.0659378,1,2,2,1
0,6,11,41.5408,630,0.0659378,2,3,3,2
2,3,12,2068.01,31363,0.0659378,2,4.5,3,2
6,8,13,252.08,3823,0.0659378,3,3.66667,3,3
4,5,14,220.034,3337,0.0659378,2,2,2,2
3,5,15,507.325,7694,0.0659378,1,2,2,1
11,8,16,2642.06,40069,0.0659378,1,1,1,1
6,11,17,297.181,4507,0.0659378,2,3,3,2
9,8,18,359.163,5447,0.0659378,4,5.75,5,3
11,3,19,1059.09,16062,0.0659378,2,4,4,2
6,10,20,128.315,1946,0.0659378,1,2,2,1
3,6,21,274.631,4165,0.0659378,1,1,1,1
5,8,22,1232.71,18695,0.0659378,2,2.5,2,2
0,5,23,52.0249,789,0.0659378,1,2,2,1
8,9,24,340.832,5169,0.0659378,4,5.75,5,3
1,8,25,579.131,8783,0.0659378,1,2,2,1
0,9,26,15.3635,233,0.0659378,3,5,4,2
9,3,27,338.129,5128,0.0659378,2,1.5,1,2
11,6,28,667.95,10130,0.0659378,2,3,3,2
1,11,29,2449.59,37150,0.0659378,1,1,1,1
6,7,30,183.505,2783,0.0659378,3,3,2,2
6,4,31,190.758,2893,0.0659378,1,1,1,1
8,7,32,2252.9,34167,0.0659378,2,5,4,1
8,2,33,8065.97,122327,0.0659378,1,1,1,1
10,4,34,511.281,7754,0.0659378,2,3,3,1
6,3,35,261.245,3962,0.0659378,1,1,1,1
5,6,36,319.205,4841,0.0659378,1,1,1,1
0,11,37,365.163,5538,0.0659378,1,2,2,1
2,10,38,335.096,5082,0.0659378,2,5.5,4,1
2,8,39,1574.73,23882,0.0659378,1,1,1,1
10,8,40,849.872,12889,0.0659378,3,5.66667,5,2
6,9,41,79.9825,1213,0.0659378,2,2.5,2,2
8,6,42,454.575,6894,0.0659378,3,3.66667,3,3
10,3,43,492.489,7469,0.0659378,1,1,1,1
9,2,44,458.993,6961,0.0659378,2,4.5,4,2
9,0,45,42.5958,646,0.0659378,3,5,4,2
10,2,46,1606.97,24371,0.0659378,1,4,4,1
5,11,47,879.742,13342,0.0659378,1,2,2,1
11,7,48,2909.11,44119,0.0659378,2,5,3,1
7,0,49,88.1588,1337,0.0659378,1,3,3,1
7,5,50,785.055,11906,0.0659378,2,3.5,3,2
5,3,51,710.216,10771,0.0659378,1,2,2,1
11,5,52,663.004,10055,0.0659378,1,2,2,1
9,4,53,190.099,2883,0.0659378,3,3,2,2
1,4,54,3696.93,56067,0.0659378,1,1,1,1
8,1,55,1186.29,17991,0.0659378,1,2,2,1
4,3,56,95.8735,1454,0.0659378,1,2,2,1
0,2,57,206.253,3128,0.0659378,2,3.5,3,2
1,7,58,4550.76,69016,0.0659378,2,3.5,2,2
7,4,59,10654.3,161581,0.0659378,1,1,1,1
3,11,60,678.5,10290,0.0659378,2,4,4,2
2,1,61,2422.36,36737,0.0659378,2,2.5,2,2
5,0,62,131.348,1992,0.0659378,1,2,2,1
6,1,63,131.941,2001,0.0659378,2,2,2,2
4,11,64,995.331,15095,0.0659378,1,2,2,1
11,10,65,522.886,7930,0.0659378,2,5,5,1
11,1,66,1681.61,25503,0.0659378,1,1,1,1
1,2,67,404.99,6142,0.0659378,2,2.5,2,2
5,7,68,1474.76,22366,0.0659378,3,4,3,3
4,1,69,1720.25,26089,0.0659378,1,1,1,1
9,7,70,632.277,9589,0.0659378,1,1,1,1
8,0,71,70.949,1076,0.0659378,1,3,3,1
1,5,72,599.638,9094,0.0659378,1,1,1,1
3,2,73,923.92,14012,0.0659378,1,3,3,1
2,5,74,954.185,14471,0.0659378,2,2.5,1,1
11,4,75,1765.75,26779,0.0659378,2,3,2,1
10,9,76,1723.81,26143,0.0659378,1,1,1,1
8,10,77,572.735,8686,0.0659378,3,5.66667,5,2
7,2,78,28021.5,424969,0.0659378,5,4.8,4,2
10,11,79,1066.74,16178,0.0659378,3,5,5,2
3,1,80,225.771,3424,0.0659378,2,3,3,2
9,11,81,261.245,3962,0.0659378,5,5.2,4,2
9,5,82,220.1,3338,0.0659378,3,3.66667,3,3
3,7,83,504.556,7652,0.0659378,2,2.5,2,1
10,6,84,891.281,13517,0.0659378,1,2,2,1
11,9,85,409.276,6207,0.0659378,3,5,4,3
1,10,86,171.702,2604,0.0659378,2,4,4,1
1,0,87,141.502,2146,0.0659378,1,1,1,1
7,3,88,425.892,6459,0.0659378,2,2.5,2,2
2,6,89,2224.34,33734,0.0659378,1,2,2,1
2,4,90,21737.9,329673,0.0659378,3,3.33333,3,3
10,1,91,2725.8,41339,0.0659378,3,4,4,3
0,7,92,66.9928,1016,0.0659378,3,5.33333,3,2
11,0,93,130.689,1982,0.0659378,1,2,2,1
2,9,94,237.508,3602,0.0659378,4,5.5,4,1
10,0,95,61.454,932,0.0659378,3,5,5,3
0,4,96,115.655,1754,0.0659378,2,3,2,2
5,1,97,528.557,8016,0.0659378,1,1,1,1
1,9,98,143.349,2174,0.0659378,4,4,3,3
0,10,99,16.4185,249,0.0659378,3,5,5,2
3,4,100,504.358,7649,0.0659378,1,2,2,1
6,5,101,250.563,3800,0.0659378,2,2,1,1
0,1,102,75.169,1140,0.0659378,1,1,1,1
2,11,103,1443.77,21896,0.0659378,1,2,2,1
9,6,104,132.271,2006,0.0659378,2,2.5,2,2
3,9,105,1453.93,22050,0.0659378,2,1.5,1,2
4,9,106,41.5408,630,0.0659378,3,3,2,3
4,8,107,451.014,6840,0.0659378,1,3,3,1
4,2,108,851.454,12913,0.0659378,3,3.33333,3,3
5,4,109,969.417,14702,0.0659378,2,2,2,2
4,6,110,133.59,2026,0.0659378,1,1,1,1
7,1,111,2933.18,44484,0.0659378,2,3.5,2,2
7,11,112,4694.57,71197,0.0659378,2,4.5,3,1
3,10,113,426.617,6470,0.0659378,1,1,1,1
