source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,237.673,3580,0.066389,2,4,3,2
2,0,1,183.898,2770,0.066389,2,3.5,3,2
4,10,2,115.849,1745,0.066389,2,3,3,2
7,6,3,183.632,2766,0.066389,3,3,2,2
7,8,4,794.61,11969,0.066389,4,6.5,4,4
4,7,5,1091.24,16437,0.066389,1,1,1,1
5,2,6,1804.92,27187,0.066389,1,1,1,1
7,10,7,642.911,9684,0.066389,1,2,2,1
7,9,8,1520.71,22906,0.066389,1,1,1,1
3,0,9,109.011,1642,0.066389,4,4.75,4,4
4,0,10,55.2357,832,0.066389,1,2,2,1
0,6,11,41.8251,630,0.066389,2,3,3,2
2,3,12,2082.16,31363,0.066389,4,5,3,3
6,8,13,253.805,3823,0.066389,3,3.66667,3,3
4,5,14,221.54,3337,0.066389,2,2,2,2
3,5,15,510.797,7694,0.066389,2,3.5,2,2
11,8,16,2660.14,40069,0.066389,1,1,1,1
6,11,17,299.215,4507,0.066389,2,3,3,2
9,8,18,361.621,5447,0.066389,5,5.8,5,5
11,3,19,1066.34,16062,0.066389,2,4,4,2
6,10,20,129.193,1946,0.066389,1,2,2,1
3,6,21,276.51,4165,0.066389,3,3.33333,1,2
5,8,22,1241.14,18695,0.066389,2,2.5,2,2
0,5,23,52.3809,789,0.066389,1,2,2,1
8,9,24,343.165,5169,0.066389,7,6.28571,5,6
1,8,25,583.095,8783,0.066389,1,2,2,1
0,9,26,15.4686,233,0.066389,4,5,4,4
9,3,27,340.443,5128,0.066389,2,1.5,1,2
11,6,28,672.521,10130,0.066389,2,3,3,2
1,11,29,2466.35,37150,0.066389,1,1,1,1
6,7,30,184.761,2783,0.066389,3,3,2,3
6,4,31,192.063,2893,0.066389,1,1,1,1
8,7,32,2268.31,34167,0.066389,5,6.2,4,2
8,2,33,8121.17,122327,0.066389,1,1,1,1
10,4,34,514.781,7754,0.066389,2,3,3,2
6,3,35,263.033,3962,0.066389,1,1,1,1
5,6,36,321.389,4841,0.066389,2,2,1,2
0,11,37,367.662,5538,0.066389,1,2,2,1
2,10,38,337.389,5082,0.066389,4,6,4,4
2,8,39,1585.5,23882,0.066389,1,1,1,1
10,8,40,855.688,12889,0.066389,4,5.75,5,4
6,9,41,80.5299,1213,0.066389,2,2.5,2,2
8,6,42,457.686,6894,0.066389,4,4,3,4
10,3,43,495.86,7469,0.066389,1,1,1,1
9,2,44,462.134,6961,0.066389,3,5,4,3
9,0,45,42.8873,646,0.066389,4,5,4,3
10,2,46,1617.97,24371,0.066389,3,6,4,3
5,11,47,885.762,13342,0.066389,1,2,2,1
11,7,48,2929.02,44119,0.066389,2,4.5,3,2
7,0,49,88.7621,1337,0.066389,2,4.5,3,2
7,5,50,790.428,11906,0.066389,3,3.33333,3,3
5,3,51,715.076,10771,0.066389,1,2,2,1
11,5,52,667.542,10055,0.066389,2,2.5,2,2
9,4,53,191.4,2883,0.066389,3,3,2,3
1,4,54,3722.23,56067,0.066389,2,2,1,2
8,1,55,1194.41,17991,0.066389,2,2.5,2,2
4,3,56,96.5296,1454,0.066389,1,2,2,1
0,2,57,207.665,3128,0.066389,2,3.5,3,2
1,7,58,4581.91,69016,0.066389,4,4.25,2,4
7,4,59,10727.2,161581,0.066389,2,2.5,1,2
3,11,60,683.143,10290,0.066389,2,4,4,2
2,1,61,2438.93,36737,0.066389,2,2.5,2,2
5,0,62,132.247,1992,0.066389,1,2,2,1
6,1,63,132.844,2001,0.066389,2,2,2,2
4,11,64,1002.14,15095,0.066389,1,2,2,1
11,10,65,526.465,7930,0.066389,2,5,5,2
11,1,66,1693.12,25503,0.066389,1,1,1,1
1,2,67,407.761,6142,0.066389,2,2.5,2,2
5,7,68,1484.86,22366,0.066389,4,3.75,3,4
4,1,69,1732.02,26089,0.066389,1,1,1,1
9,7,70,636.604,9589,0.066389,1,1,1,1
8,0,71,71.4346,1076,0.066389,2,3.5,3,2
