source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
5,10,0,235.167,3580,0.0656891,1,3,3,1
2,0,1,181.959,2770,0.0656891,2,3.5,3,2
4,10,2,114.627,1745,0.0656891,2,3,3,2
7,6,3,181.696,2766,0.0656891,2,2.5,2,2
7,8,4,786.233,11969,0.0656891,1,4,4,1
4,7,5,1079.73,16437,0.0656891,1,1,1,1
5,2,6,1785.89,27187,0.0656891,1,1,1,1
7,10,7,636.133,9684,0.0656891,1,2,2,1
7,9,8,1504.67,22906,0.0656891,1,1,1,1
3,0,9,107.861,1642,0.0656891,2,4,4,2
4,0,10,54.6533,832,0.0656891,1,2,2,1
0,6,11,41.3841,630,0.0656891,2,3,3,2
2,3,12,2060.21,31363,0.0656891,2,4.5,3,1
6,8,13,251.129,3823,0.0656891,3,3.66667,3,2
4,5,14,219.204,3337,0.0656891,2,2,2,1
3,5,15,505.412,7694,0.0656891,1,2,2,1
11,8,16,2632.1,40069,0.0656891,1,1,1,1
6,11,17,296.061,4507,0.0656891,2,3,3,2
9,8,18,357.808,5447,0.0656891,3,5.33333,5,2
11,3,19,1055.1,16062,0.0656891,2,4,4,2
6,10,20,127.831,1946,0.0656891,1,2,2,1
3,6,21,273.595,4165,0.0656891,1,1,1,1
5,8,22,1228.06,18695,0.0656891,2,2.5,2,2
0,5,23,51.8287,789,0.0656891,1,2,2,1
8,9,24,339.547,5169,0.0656891,2,5,5,2
1,8,25,576.947,8783,0.0656891,1,2,2,1
0,9,26,15.3056,233,0.0656891,1,4,4,1
9,3,27,336.854,5128,0.0656891,1,1,1,1
11,6,28,665.43,10130,0.0656891,2,3,3,2
1,11,29,2440.35,37150,0.0656891,1,1,1,1
6,7,30,182.813,2783,0.0656891,2,2.5,2,2
6,4,31,190.039,2893,0.0656891,1,1,1,1
8,7,32,2244.4,34167,0.0656891,2,6,4,1
8,2,33,8035.55,122327,0.0656891,1,1,1,1
10,4,34,509.353,7754,0.0656891,2,3,3,1
6,3,35,260.26,3962,0.0656891,1,1,1,1
5,6,36,318.001,4841,0.0656891,1,1,1,1
0,11,37,363.786,5538,0.0656891,1,2,2,1
2,10,38,333.832,5082,0.0656891,1,4,4,1
2,8,39,1568.79,23882,0.0656891,1,1,1,1
10,8,40,846.667,12889,0.0656891,3,5.66667,5,2
6,9,41,79.6809,1213,0.0656891,1,2,2,1
8,6,42,452.861,6894,0.0656891,3,3.66667,3,1
10,3,43,490.632,7469,0.0656891,1,1,1,1
9,2,44,457.262,6961,0.0656891,1,4,4,1
