source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,237.055,3580,0.0662166,1,3,3,1
2,0,1,183.42,2770,0.0662166,2,3.5,3,2
4,10,2,115.548,1745,0.0662166,2,3,3,2
7,6,3,183.155,2766,0.0662166,2,2.5,2,2
7,8,4,792.546,11969,0.0662166,1,4,4,1
4,7,5,1088.4,16437,0.0662166,1,1,1,1
5,2,6,1800.23,27187,0.0662166,1,1,1,1
7,10,7,641.242,9684,0.0662166,1,2,2,1
7,9,8,1516.76,22906,0.0662166,1,1,1,1
3,0,9,108.728,1642,0.0662166,2,4,4,2
4,0,10,55.0922,832,0.0662166,1,2,2,1
0,6,11,41.7165,630,0.0662166,2,3,3,2
2,3,12,2076.75,31363,0.0662166,4,5,3,1
6,8,13,253.146,3823,0.0662166,3,3.66667,3,3
4,5,14,220.965,3337,0.0662166,2,2,2,2
3,5,15,509.47,7694,0.0662166,1,2,2,1
11,8,16,2653.23,40069,0.0662166,1,1,1,1
6,11,17,298.438,4507,0.0662166,2,3,3,2
9,8,18,360.682,5447,0.0662166,4,5.5,5,3
11,3,19,1063.57,16062,0.0662166,2,4,4,2
6,10,20,128.857,1946,0.0662166,1,2,2,1
3,6,21,275.792,4165,0.0662166,1,1,1,1
5,8,22,1237.92,18695,0.0662166,2,2.5,2,2
0,5,23,52.2449,789,0.0662166,1,2,2,1
8,9,24,342.274,5169,0.0662166,4,5.5,5,4
1,8,25,581.58,8783,0.0662166,1,2,2,1
0,9,26,15.4285,233,0.0662166,1,4,4,1
9,3,27,339.559,5128,0.0662166,1,1,1,1
11,6,28,670.774,10130,0.0662166,2,3,3,2
1,11,29,2459.95,37150,0.0662166,1,1,1,1
6,7,30,184.281,2783,0.0662166,2,2.5,2,2
6,4,31,191.565,2893,0.0662166,1,1,1,1
8,7,32,2262.42,34167,0.0662166,3,5.66667,4,1
8,2,33,8100.08,122327,0.0662166,1,1,1,1
10,4,34,513.443,7754,0.0662166,2,3,3,1
6,3,35,262.35,3962,0.0662166,1,1,1,1
5,6,36,320.555,4841,0.0662166,1,1,1,1
0,11,37,366.708,5538,0.0662166,1,2,2,1
2,10,38,336.513,5082,0.0662166,2,5.5,4,1
2,8,39,1581.38,23882,0.0662166,1,1,1,1
10,8,40,853.466,12889,0.0662166,3,5.66667,5,3
6,9,41,80.3207,1213,0.0662166,1,2,2,1
8,6,42,456.497,6894,0.0662166,3,3.66667,3,3
10,3,43,494.572,7469,0.0662166,1,1,1,1
9,2,44,460.934,6961,0.0662166,1,4,4,1
9,0,45,42.7759,646,0.0662166,2,4.5,4,1
10,2,46,1613.76,24371,0.0662166,1,4,4,1
5,11,47,883.462,13342,0.0662166,1,2,2,1
11,7,48,2921.41,44119,0.0662166,2,4.5,3,1
7,0,49,88.5316,1337,0.0662166,1,3,3,1
7,5,50,788.375,11906,0.0662166,2,3.5,3,2
5,3,51,713.219,10771,0.0662166,1,2,2,1
11,5,52,665.808,10055,0.0662166,1,2,2,1
9,4,53,190.902,2883,0.0662166,2,2.5,2,2
1,4,54,3712.57,56067,0.0662166,1,1,1,1
8,1,55,1191.3,17991,0.0662166,2,2.5,2,1
4,3,56,96.2789,1454,0.0662166,1,2,2,1
0,2,57,207.126,3128,0.0662166,2,3.5,3,1
1,7,58,4570,69016,0.0662166,3,4.33333,2,1
7,4,59,10699.3,161581,0.0662166,1,1,1,1
3,11,60,681.369,10290,0.0662166,2,4,4,2
2,1,61,2432.6,36737,0.0662166,2,2.5,2,2
5,0,62,131.903,1992,0.0662166,1,2,2,1
6,1,63,132.499,2001,0.0662166,2,2,2,2
4,11,64,999.539,15095,0.0662166,1,2,2,1
11,10,65,525.098,7930,0.0662166,2,5,5,1
11,1,66,1688.72,25503,0.0662166,1,1,1,1
1,2,67,406.702,6142,0.0662166,2,2.5,2,2
5,7,68,1481,22366,0.0662166,3,4,3,2
4,1,69,1727.52,26089,0.0662166,1,1,1,1
9,7,70,634.951,9589,0.0662166,1,1,1,1
8,0,71,71.2491,1076,0.0662166,1,3,3,1
1,5,72,602.174,9094,0.0662166,1,1,1,1
3,2,73,927.827,14012,0.0662166,1,3,3,1
2,5,74,958.22,14471,0.0662166,2,2.5,1,1
11,4,75,1773.21,26779,0.0662166,2,3,2,2
10,9,76,1731.1,26143,0.0662166,1,1,1,1
8,10,77,575.157,8686,0.0662166,3,5.66667,5,2
7,2,78,28140,424969,0.0662166,5,4.8,4,2
10,11,79,1071.25,16178,0.0662166,2,5,5,2
3,1,80,226.726,3424,0.0662166,2,3,3,2
9,11,81,262.35,3962,0.0662166,3,4.66667,4,2
9,5,82,221.031,3338,0.0662166,3,3.66667,3,1
3,7,83,506.689,7652,0.0662166,2,2.5,2,1
10,6,84,895.05,13517,0.0662166,1,2,2,1
11,9,85,411.006,6207,0.0662166,3,5,4,2
1,10,86,172.428,2604,0.0662166,1,4,4,1
1,0,87,142.101,2146,0.0662166,1,1,1,1
7,3,88,427.693,6459,0.0662166,2,2.5,2,1
2,6,89,2233.75,33734,0.0662166,1,2,2,1
2,4,90,21829.8,329673,0.0662166,3,3.33333,3,3
10,1,91,2737.33,41339,0.0662166,3,4,4,3
0,7,92,67.2761,1016,0.0662166,2,4,3,2
11,0,93,131.241,1982,0.0662166,1,2,2,1
2,9,94,238.512,3602,0.0662166,4,6.5,4,1
10,0,95,61.7139,932,0.0662166,3,5,5,2
0,4,96,116.144,1754,0.0662166,2,3,2,2
5,1,97,530.792,8016,0.0662166,1,1,1,1
1,9,98,143.955,2174,0.0662166,3,3.66667,3,3
0,10,99,16.4879,249,0.0662166,3,5,5,2
3,4,100,506.491,7649,0.0662166,1,2,2,1
6,5,101,251.623,3800,0.0662166,1,1,1,1
0,1,102,75.4869,1140,0.0662166,1,1,1,1
2,11,103,1449.88,21896,0.0662166,1,2,2,1
9,6,104,132.83,2006,0.0662166,1,2,2,1
3,9,105,1460.08,22050,0.0662166,2,1.5,1,2
4,9,106,41.7165,630,0.0662166,1,2,2,1
4,8,107,452.922,6840,0.0662166,1,3,3,1
4,2,108,855.055,12913,0.0662166,3,3.33333,3,3
5,4,109,973.516,14702,0.0662166,2,2,2,2
4,6,110,134.155,2026,0.0662166,1,1,1,1
7,1,111,2945.58,44484,0.0662166,2,3.5,2,2
7,11,112,4714.42,71197,0.0662166,3,5,3,1
3,10,113,428.421,6470,0.0662166,1,1,1,1
10,7,114,2414.79,36468,0.0662166,1,2,2,1
1,3,115,222.488,3360,0.0662166,2,3,3,2
1,6,116,160.84,2429,0.0662166,2,2,2,2
10,5,117,1957.03,29555,0.0662166,1,3,3,1
8,11,118,3177.07,47980,0.0662166,1,1,1,1
9,1,119,63.2368,955,0.0662166,2,3.5,3,2
8,4,120,2185.02,32998,0.0662166,2,4,3,2
0,8,121,76.0829,1149,0.0662166,1,3,3,1
11,2,122,2290.9,34597,0.0662166,1,2,2,1
6,2,123,517.483,7815,0.0662166,1,2,2,1
5,9,124,138.658,2094,0.0662166,2,4,3,1
0,3,125,27.4799,415,0.0662166,2,4,4,2
2,7,126,24942.4,385991,0.0646191,5,5.6,4,2
8,5,127,580.918,8773,0.0662166,2,2.5,2,2
3,8,128,409.02,6177,0.0662166,3,4.66667,4,3
6,0,129,49.3314,745,0.0662166,2,3,3,2
9,10,130,406.504,6139,0.0662166,1,1,1,1
8,3,131,492.043,11677,0.0421378,4,5,4,3
