source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,236.536,3580,0.0660716,2,4,3,2
2,0,1,183.018,2770,0.0660716,2,3.5,3,2
4,10,2,115.295,1745,0.0660716,2,3,3,2
7,6,3,182.754,2766,0.0660716,2,2.5,2,2
7,8,4,790.811,11969,0.0660716,1,4,4,1
4,7,5,1086.02,16437,0.0660716,1,1,1,1
5,2,6,1796.29,27187,0.0660716,1,1,1,1
7,10,7,639.837,9684,0.0660716,1,2,2,1
7,9,8,1513.44,22906,0.0660716,1,1,1,1
3,0,9,108.49,1642,0.0660716,2,4,4,2
4,0,10,54.9716,832,0.0660716,1,2,2,1
0,6,11,41.6251,630,0.0660716,2,3,3,2
2,3,12,2072.2,31363,0.0660716,4,5,3,3
6,8,13,252.592,3823,0.0660716,3,3.66667,3,2
4,5,14,220.481,3337,0.0660716,2,2,2,2
3,5,15,508.355,7694,0.0660716,1,2,2,1
11,8,16,2647.42,40069,0.0660716,1,1,1,1
6,11,17,297.785,4507,0.0660716,2,3,3,2
9,8,18,359.892,5447,0.0660716,4,5.5,5,3
11,3,19,1061.24,16062,0.0660716,2,4,4,2
6,10,20,128.575,1946,0.0660716,1,2,2,1
3,6,21,275.188,4165,0.0660716,1,1,1,1
5,8,22,1235.21,18695,0.0660716,2,2.5,2,2
0,5,23,52.1305,789,0.0660716,1,2,2,1
8,9,24,341.524,5169,0.0660716,5,6,5,4
1,8,25,580.307,8783,0.0660716,1,2,2,1
0,9,26,15.3947,233,0.0660716,1,4,4,1
9,3,27,338.815,5128,0.0660716,2,1.5,1,1
11,6,28,669.305,10130,0.0660716,2,3,3,2
1,11,29,2454.56,37150,0.0660716,1,1,1,1
6,7,30,183.877,2783,0.0660716,2,2.5,2,2
6,4,31,191.145,2893,0.0660716,1,1,1,1
8,7,32,2257.47,34167,0.0660716,4,5.5,4,3
8,2,33,8082.34,122327,0.0660716,1,1,1,1
10,4,34,512.319,7754,0.0660716,2,3,3,1
6,3,35,261.776,3962,0.0660716,1,1,1,1
5,6,36,319.853,4841,0.0660716,1,1,1,1
0,11,37,365.905,5538,0.0660716,1,2,2,1
2,10,38,335.776,5082,0.0660716,2,5.5,4,1
2,8,39,1577.92,23882,0.0660716,1,1,1,1
10,8,40,851.597,12889,0.0660716,3,5.66667,5,3
6,9,41,80.1449,1213,0.0660716,1,2,2,1
8,6,42,455.498,6894,0.0660716,3,3.66667,3,3
10,3,43,493.489,7469,0.0660716,1,1,1,1
9,2,44,459.924,6961,0.0660716,2,5,4,2
9,0,45,42.6823,646,0.0660716,2,4.5,4,2
10,2,46,1610.23,24371,0.0660716,1,4,4,1
5,11,47,881.527,13342,0.0660716,1,2,2,1
11,7,48,2915.01,44119,0.0660716,2,4.5,3,1
7,0,49,88.3377,1337,0.0660716,1,3,3,1
