source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,236.335,3580,0.0660154,2,4,3,2
2,0,1,182.863,2770,0.0660154,2,3.5,3,2
4,10,2,115.197,1745,0.0660154,2,3,3,1
7,6,3,182.599,2766,0.0660154,3,3,2,3
7,8,4,790.138,11969,0.0660154,3,5.66667,4,1
4,7,5,1085.09,16437,0.0660154,1,1,1,1
5,2,6,1794.76,27187,0.0660154,1,1,1,1
7,10,7,639.293,9684,0.0660154,1,2,2,1
7,9,8,1512.15,22906,0.0660154,1,1,1,1
3,0,9,108.397,1642,0.0660154,2,4,4,2
4,0,10,54.9248,832,0.0660154,1,2,2,1
0,6,11,41.5897,630,0.0660154,2,3,3,2
2,3,12,2070.44,31363,0.0660154,2,4.5,3,2
6,8,13,252.377,3823,0.0660154,3,3.66667,3,3
4,5,14,220.293,3337,0.0660154,2,2,2,2
3,5,15,507.922,7694,0.0660154,1,2,2,1
11,8,16,2645.17,40069,0.0660154,1,1,1,1
6,11,17,297.531,4507,0.0660154,2,3,3,2
9,8,18,359.586,5447,0.0660154,6,6,5,4
11,3,19,1060.34,16062,0.0660154,2,4,4,2
6,10,20,128.466,1946,0.0660154,1,2,2,1
3,6,21,274.954,4165,0.0660154,1,1,1,1
5,8,22,1234.16,18695,0.0660154,2,2.5,2,2
0,5,23,52.0861,789,0.0660154,1,2,2,1
8,9,24,341.234,5169,0.0660154,5,6,5,4
1,8,25,579.813,8783,0.0660154,1,2,2,1
0,9,26,15.3816,233,0.0660154,3,5,4,3
9,3,27,338.527,5128,0.0660154,2,1.5,1,2
11,6,28,668.736,10130,0.0660154,2,3,3,2
1,11,29,2452.47,37150,0.0660154,1,1,1,1
6,7,30,183.721,2783,0.0660154,3,3,2,2
6,4,31,190.983,2893,0.0660154,1,1,1,1
8,7,32,2255.55,34167,0.0660154,3,5.66667,4,2
8,2,33,8075.46,122327,0.0660154,1,1,1,1
10,4,34,511.883,7754,0.0660154,2,3,3,1
6,3,35,261.553,3962,0.0660154,1,1,1,1
5,6,36,319.58,4841,0.0660154,1,1,1,1
0,11,37,365.593,5538,0.0660154,1,2,2,1
2,10,38,335.49,5082,0.0660154,2,5.5,4,2
2,8,39,1576.58,23882,0.0660154,1,1,1,1
10,8,40,850.872,12889,0.0660154,3,5.66667,5,3
6,9,41,80.0767,1213,0.0660154,2,2.5,2,2
8,6,42,455.11,6894,0.0660154,3,3.66667,3,3
10,3,43,493.069,7469,0.0660154,1,1,1,1
9,2,44,459.533,6961,0.0660154,2,4.5,4,1
9,0,45,42.6459,646,0.0660154,4,5,4,4
10,2,46,1608.86,24371,0.0660154,1,4,4,1
5,11,47,880.777,13342,0.0660154,1,2,2,1
