source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,236.405,3580,0.0660349,1,3,3,1
2,0,1,182.917,2770,0.0660349,2,3.5,3,2
4,10,2,115.231,1745,0.0660349,2,3,3,1
7,6,3,182.653,2766,0.0660349,3,3,2,3
7,8,4,790.372,11969,0.0660349,1,4,4,1
4,7,5,1085.42,16437,0.0660349,1,1,1,1
5,2,6,1795.29,27187,0.0660349,1,1,1,1
7,10,7,639.482,9684,0.0660349,1,2,2,1
7,9,8,1512.6,22906,0.0660349,1,1,1,1
3,0,9,108.429,1642,0.0660349,2,4,4,2
4,0,10,54.9411,832,0.0660349,1,2,2,1
0,6,11,41.602,630,0.0660349,2,3,3,2
2,3,12,2071.05,31363,0.0660349,2,4.5,3,1
6,8,13,252.452,3823,0.0660349,3,3.66667,3,3
4,5,14,220.359,3337,0.0660349,2,2,2,2
3,5,15,508.073,7694,0.0660349,1,2,2,1
11,8,16,2645.95,40069,0.0660349,1,1,1,1
6,11,17,297.619,4507,0.0660349,2,3,3,2
9,8,18,359.692,5447,0.0660349,6,5.83333,5,3
11,3,19,1060.65,16062,0.0660349,2,4,4,2
6,10,20,128.504,1946,0.0660349,1,2,2,1
3,6,21,275.035,4165,0.0660349,1,1,1,1
5,8,22,1234.52,18695,0.0660349,2,2.5,2,2
0,5,23,52.1016,789,0.0660349,1,2,2,1
8,9,24,341.335,5169,0.0660349,5,5.8,5,3
1,8,25,579.985,8783,0.0660349,1,2,2,1
0,9,26,15.3861,233,0.0660349,4,5,4,2
9,3,27,338.627,5128,0.0660349,2,1.5,1,2
11,6,28,668.934,10130,0.0660349,2,3,3,2
1,11,29,2453.2,37150,0.0660349,1,1,1,1
6,7,30,183.775,2783,0.0660349,3,3,2,2
6,4,31,191.039,2893,0.0660349,1,1,1,1
8,7,32,2256.22,34167,0.0660349,3,5.66667,4,1
8,2,33,8077.86,122327,0.0660349,1,1,1,1
10,4,34,512.035,7754,0.0660349,2,3,3,1
6,3,35,261.63,3962,0.0660349,1,1,1,1
5,6,36,319.675,4841,0.0660349,1,1,1,1
0,11,37,365.701,5538,0.0660349,1,2,2,1
2,10,38,335.59,5082,0.0660349,2,5.5,4,1
2,8,39,1577.05,23882,0.0660349,1,1,1,1
10,8,40,851.124,12889,0.0660349,3,5.66667,5,3
6,9,41,80.1004,1213,0.0660349,2,2.5,2,2
8,6,42,455.245,6894,0.0660349,3,3.66667,3,3
10,3,43,493.215,7469,0.0660349,1,1,1,1
9,2,44,459.669,6961,0.0660349,2,4.5,4,2
9,0,45,42.6586,646,0.0660349,4,5,4,4
10,2,46,1609.34,24371,0.0660349,1,4,4,1
5,11,47,881.038,13342,0.0660349,1,2,2,1
11,7,48,2913.4,44119,0.0660349,2,5,3,1
7,0,49,88.2887,1337,0.0660349,1,3,3,1
7,5,50,786.212,11906,0.0660349,2,3.5,3,2
5,3,51,711.262,10771,0.0660349,1,2,2,1
11,5,52,663.981,10055,0.0660349,1,2,2,1
9,4,53,190.379,2883,0.0660349,3,3,2,3
1,4,54,3702.38,56067,0.0660349,1,1,1,1
8,1,55,1188.03,17991,0.0660349,1,2,2,1
4,3,56,96.0148,1454,0.0660349,1,2,2,1
0,2,57,206.557,3128,0.0660349,2,3.5,3,2
1,7,58,4557.47,69016,0.0660349,2,3.5,2,2
7,4,59,10670,161581,0.0660349,1,1,1,1
3,11,60,679.499,10290,0.0660349,2,4,4,2
2,1,61,2425.93,36737,0.0660349,2,2.5,2,2
5,0,62,131.542,1992,0.0660349,1,2,2,1
6,1,63,132.136,2001,0.0660349,2,2,2,2
4,11,64,996.797,15095,0.0660349,1,2,2,1
