source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,10,0,235.262,3580,0.0657157,1,3,3,1
2,0,1,182.032,2770,0.0657157,2,3.5,3,2
4,10,2,114.674,1745,0.0657157,2,3,3,2
7,6,3,181.77,2766,0.0657157,2,2.5,2,2
7,8,4,786.551,11969,0.0657157,2,5,4,1
4,7,5,1080.17,16437,0.0657157,1,1,1,1
5,2,6,1786.61,27187,0.0657157,1,1,1,1
7,10,7,636.391,9684,0.0657157,1,2,2,1
7,9,8,1505.28,22906,0.0657157,1,1,1,1
3,0,9,107.905,1642,0.0657157,2,4,4,2
4,0,10,54.6754,832,0.0657157,1,2,2,1
0,6,11,41.4009,630,0.0657157,2,3,3,2
2,3,12,2061.04,31363,0.0657157,3,5,3,1
6,8,13,251.231,3823,0.0657157,3,3.66667,3,2
4,5,14,219.293,3337,0.0657157,2,2,2,2
3,5,15,505.616,7694,0.0657157,1,2,2,1
11,8,16,2633.16,40069,0.0657157,1,1,1,1
6,11,17,296.181,4507,0.0657157,2,3,3,2
9,8,18,357.953,5447,0.0657157,4,5.5,5,2
11,3,19,1055.53,16062,0.0657157,2,4,4,2
6,10,20,127.883,1946,0.0657157,1,2,2,1
3,6,21,273.706,4165,0.0657157,1,1,1,1
5,8,22,1228.55,18695,0.0657157,2,2.5,2,2
0,5,23,51.8497,789,0.0657157,1,2,2,1
8,9,24,339.684,5169,0.0657157,3,5.33333,5,2
1,8,25,577.181,8783,0.0657157,1,2,2,1
0,9,26,15.3118,233,0.0657157,1,4,4,1
9,3,27,336.99,5128,0.0657157,1,1,1,1
11,6,28,665.7,10130,0.0657157,2,3,3,2
1,11,29,2441.34,37150,0.0657157,1,1,1,1
6,7,30,182.887,2783,0.0657157,2,2.5,2,2
6,4,31,190.115,2893,0.0657157,1,1,1,1
8,7,32,2245.31,34167,0.0657157,2,5,4,1
8,2,33,8038.8,122327,0.0657157,1,1,1,1
10,4,34,509.559,7754,0.0657157,2,3,3,2
6,3,35,260.366,3962,0.0657157,1,1,1,1
5,6,36,318.13,4841,0.0657157,1,1,1,1
0,11,37,363.933,5538,0.0657157,1,2,2,1
2,10,38,333.967,5082,0.0657157,2,5.5,4,1
2,8,39,1569.42,23882,0.0657157,1,1,1,1
10,8,40,847.009,12889,0.0657157,3,5.66667,5,3
6,9,41,79.7131,1213,0.0657157,1,2,2,1
8,6,42,453.044,6894,0.0657157,3,3.66667,3,3
10,3,43,490.83,7469,0.0657157,1,1,1,1
9,2,44,457.447,6961,0.0657157,1,4,4,1
9,0,45,42.4523,646,0.0657157,1,4,4,1
10,2,46,1601.56,24371,0.0657157,1,4,4,1
5,11,47,876.779,13342,0.0657157,1,2,2,1
11,7,48,2899.31,44119,0.0657157,1,3,3,1
